text,label,subject
"Says federal regulations adopted in 2011 increased the cost of each vehicle for his business by $10,000.",0,"environment,market-regulation"
The FBI is involved in an investigation about people in the Rio Grande Valley who are using cocaine to buy votes.,0,"crime,drugs,elections"
"Weeks after accepting a quarter-million-dollar campaign contribution from a hospital board chairman, Greg Abbott went to court against victims of a drug-taking neurosurgeon.",0,"campaign-finance,health-care,legal-issues"
Says its estimated that 300 babies a year are sent home from the hospital with an unrecognized congenital heart defect; it is the most common birth defect in America.,0,"children,health-care,public-health"
"Whether the Amendment passes or not, the medical use of marijuana is a federal criminal offense.",0,"criminal-justice,drugs,health-care,marijuana,states"
"In last weeks debate, Bernie questioned Hillarys commitment to fighting climate change because a whopping 0.2 percent of the money given to our campaign has come from employees of oil and gas companies. Not even 2 percent, mind you: 0.2 percent.",0,"campaign-finance,energy,environment"
Thirteen hundred applicants in Rhode Island signed up for insurance through Obamacare.,0,"health-care,public-health,states"
"When you have 8,000 veterans a year committing suicide, then you have a serious problem.",0,"public-health,veterans"
The U.S. Court of Appeals for the Fourth Circuit compared the health care law to buying a pepperoni and ham pizza from Dominos or Pizza Hut.,0,health-care
President Obama has the most border patrols and border security deployed at the border of any previous president.,0,immigration
The Senate health care bill does not contain limits on medical malpractice lawsuits.,0,health-care
Texas ranks third in teen pregnancies... and it is No. 1 in repeat teen pregnancies.,0,"children,health-care,pundits"
We are coming up on our 40th anniversary of electing a Republican to the United States Senate. 1972 was the last time New Jersey sent a Republican to the United States Senate.,0,"congress,elections"
"Cervical cancer in Africa is fully preventable with basic education, screeningand vaccines.",0,"foreign-policy,health-care,public-health"
Pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a pre-existing condition.,0,health-care
"Despite attention on global warming, fewer Americans carpool today to work than carpooled in 1980 and SUVs have never been a larger proportion of the vehicles being sold in this country.",0,"climate-change,environment,transportation"
Says the area damaged by Hurricane Sandy represents roughly 10 percent of our nations economy.,0,"economy,weather"
The Republicans have demanded deep cuts in education. Theyve demanded cuts in cancer research and other research to find cures and treatments to diseases.,0,"education,federal-budget,health-care,science,abc-news-week"
The annual gross domestic product of metro Atlanta is bigger than 28 states in the union.,0,economy
The United States death rate is two-and-a-half times higher for those who do not have a high school education.,0,"education,health-care"
"More than 1,000 people ... move to Texas every day.",0,"census,immigration,states"
"The Congressional Budget Office, a nonpartisan office, did an analysis and said that passing comprehensive immigration reform will reduce the federal deficit by $200 billion over the next decade.",0,"children,congress,debt,deficit,economy,families,immigration,legal-issues,taxes,workers"
Texas leads the nation in the percentage of residents without health insurance.,0,health-care
Says Rick Perry supported a guest worker program to help people who would otherwise be illegal aliens.,0,immigration
The national debt grew an estimated$15 billion last weekend.,0,"deficit,economy"
Rhode Island spends less than 10 percent of what the average state spends promoting tourism.,0,"economy,state-budget,states,taxes"
"Under Republicans, recessions happen four times as frequently as under Democrats.",0,economy
Says Texas is last in mental health expenditures.,0,"health-care,pundits"
More than half of our unemployed Ohioans have been out of work for six months or more.,0,economy
About 70 percentof Republicans nationwide ...dont think Donald Trump is the right guy to take on Hillary Clinton in November.,0,"elections,polls"
"There are 3.6 million jobs sitting vacant, in part because there arent enough qualified applicants to fill them.",0,"economy,jobs"
State agencies have not identified one single instance where groundwater has been damaged due to hydraulic fracking.,0,"energy,environment"
New provisions of the health care law bar the use offlexible spending accounts and health savings accounts to pay for aspirin and other non-prescription health needs.,0,health-care
"Job losses are so certain under this new cap-and-tax plan that it includes a provision accommodating newly unemployed workers from the resulting dried-up energy sector, to the tune of $4.2 billion over eight years. So much for creating jobs.",0,"cap-and-trade,climate-change,economy,energy,environment"
"We were one of the first states in the U.S. to build sewers, to bring the treatment plant on line.",0,environment
Wisconsins dead last in Midwest job growth.,0,"economy,job-accomplishments,jobs,message-machine-2014"
Taxpayers pay for roughly 45 percent of all births in Wisconsin! And 60 percent of the births in Milwaukee!!!,0,"health-care,medicaid"
AIG said they were giving $57 million (in retention payments) to people who were being terminated.,0,economy
"There are no rules governing the 2016 Republican convention, the rules have not been set.",0,"elections,legal-issues,states"
"By a two-to-one margin, Rhode Islanders want to ban assault weapons and we have a very small percentage of gun owners in this state, less than 13 percent.",0,"government-regulation,guns,legal-issues,public-health,public-safety,recreation,market-regulation,states"
